ticker,episode_start_date,episode_end_date,category,category_changes,pattern_used,market_regime_verdict,sector_health_verdict,confidence_score,exit_reason,days_held,gross_return_pct,net_return_pct,r_multiple,n_signals_absorbed,consolidation_valid,consolidation_invalidated_reason,prior_trend_pct_gain,prior_trend_slope,prior_trend_bars,base_depth_pct,base_length_bars,contraction_slope,volume_dryup_ratio,volume_down_up_ratio,pivot_proximity,breakout_volume_ratio,dist_52w_high,dist_52w_high_invalidated_reason,rs_line_new_high,rs_line_invalidated_reason,rs_line_value,excluded_insufficient_history,RS_Rating,macd_signal
CASTROLIND.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,10.645681656932105,10.345681656932104,1.2147744492006474,1,True,,6.45,0.7168,9.0,16.75,9.0,0.001142,1.303,1.293,6.98,0.751,18.99,,False,,0.008251,False,40.0,
ASAHIINDIA.NS,2024-06-05,2024-06-18,AVOID,AVOID,,CAUTION,NEUTRAL,3.2,TARGET_HIT,8,9.758521404036232,9.458521404036231,1.2115720471909908,1,True,,17.27,1.7271,10.0,18.18,23.0,5e-06,0.825,0.289,12.05,0.596,12.05,,False,,0.025661,False,16.0,
OLECTRA.NS,2024-06-05,2024-06-25,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,13,13.90721836917754,13.60721836917754,1.2230355855466322,1,True,,28.95,2.2269,13.0,27.5,42.0,-0.000228,0.449,0.741,18.62,1.198,26.32,,False,,0.072375,False,53.0,
SYNGENE.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,7.138440684675892,6.838440684675892,1.1974675189491986,1,True,,8.65,0.9609,9.0,13.86,10.0,0.00061,0.843,0.946,4.79,0.661,21.93,,False,,0.02969,False,11.0,
CARTRADE.NS,2024-06-05,2024-07-29,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,36,14.340373273397628,14.040373273397627,1.2238500530738865,1,True,,46.67,3.8892,12.0,22.29,21.0,0.000129,1.45,0.464,19.2,0.4,19.2,,False,,0.034778,False,40.0,
ONGC.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,12.624561077995503,12.324561077995503,1.2202959970106493,1,True,,9.12,1.0134,9.0,22.18,9.0,0.003019,1.941,0.647,13.63,2.228,15.51,,False,,0.010941,False,43.0,
CARBORUNIV.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,NEUTRAL,37.4,TARGET_HIT,5,13.076106083316724,12.776106083316723,1.2213217377091763,1,True,,28.28,2.8278,10.0,16.67,13.0,0.00043,0.33,0.938,13.43,0.608,13.43,,False,,0.068887,False,62.0,
PAGEIND.NS,2024-06-05,2024-07-24,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,33,7.546352763793526,7.246352763793526,1.2003071203086073,1,True,,7.76,0.7054,11.0,12.38,29.0,0.000234,0.995,0.877,0.28,1.004,10.11,,False,,1.704169,False,10.0,
NYKAA.NS,2024-06-05,2024-07-08,AVOID,AVOID,,CAUTION,NEUTRAL,18.2,TARGET_HIT,22,10.515939507271845,10.215939507271845,1.2143398481190701,1,True,,13.55,1.5051,9.0,20.07,10.0,0.000591,2.901,1.64,13.21,1.129,16.83,,False,,0.007188,False,16.0,
CHALET.NS,2024-06-05,2024-07-01,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,17,13.200687548598298,12.900687548598297,1.221592388758582,1,True,,12.92,1.1747,11.0,27.02,22.0,5.2e-05,1.807,1.121,16.09,0.328,19.59,,False,,0.034056,False,41.0,
BLUEDART.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,8.556888761310502,8.2568887613105,1.206175660282562,1,True,,27.41,0.9453,29.0,10.74,9.0,0.000832,1.773,0.73,5.09,0.464,7.06,,False,,0.314084,False,26.0,
ASTRAL.NS,2024-06-05,2024-06-24,AVOID,AVOID,,CAUTION,NEUTRAL,28.6,TARGET_HIT,12,9.53274664753166,9.232746647531659,1.2106619147801354,1,True,,21.48,0.9766,22.0,17.88,14.0,0.000227,1.373,0.765,10.02,0.734,10.02,,False,,0.093557,False,18.0,
SJVN.NS,2024-06-05,2024-07-09,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,23,18.01496226826844,17.71496226826844,1.2291839697238485,1,True,,27.66,3.4574,8.0,25.13,11.0,0.002697,1.601,1.339,17.48,0.983,25.95,,False,,0.005581,False,92.0,
RRKABEL.NS,2024-06-05,2024-08-02,MONITOR,MONITOR,,CAUTION,NEUTRAL,100.0,TIME_EXIT,40,4.9559910448676785,4.655991044867679,0.3975276382950627,1,True,,20.22,1.4441,14.0,27.44,8.0,0.00341,5.872,1.218,14.28,0.53,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
AWL.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,40,10.194053771225722,9.894053771225721,1.2132138491305087,1,True,,8.13,0.903,9.0,17.7,10.0,0.001338,3.593,1.181,12.96,1.478,25.46,,False,,0.014774,False,12.0,
RVNL.NS,2024-06-05,2024-06-24,AVOID,AVOID,,CAUTION,NEUTRAL,39.2,TARGET_HIT,12,18.59310409616033,18.29310409616033,1.2298312321567955,1,True,,20.94,2.3265,9.0,41.21,27.0,0.000792,2.216,0.776,16.87,1.497,16.87,,True,,0.015619,False,96.0,
BATAINDIA.NS,2024-06-05,2024-06-28,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,16,6.724618583323867,6.424618583323867,1.194234755420931,1,True,,7.17,1.1953,6.0,11.44,12.0,0.000745,2.258,0.486,0.63,2.506,19.62,,False,,0.06295,False,5.0,
SIGNATURE.NS,2024-06-05,2024-06-07,MONITOR,MONITOR,,CAUTION,STRONG,100.0,TARGET_HIT,2,13.14589106648008,12.84589106648008,1.221473976309131,1,True,,10.05,1.4362,7.0,22.34,12.0,0.001532,1.341,0.61,16.6,0.866,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
SAIL.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,NEUTRAL,0.0,TIME_EXIT,40,0.46719340432839457,0.16719340432839458,0.01252117684885175,1,True,,16.13,2.3037,7.0,28.83,11.0,0.002242,1.383,1.219,16.99,1.886,16.99,,False,,0.006434,False,64.0,
BANKINDIA.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,7.943565626336034,7.643565626336034,0.6499880513164209,1,True,,18.58,2.6544,7.0,30.64,26.0,0.000285,1.457,1.494,25.96,2.146,25.96,,False,,0.00517,False,49.0,
AXISBANK.NS,2024-06-05,2024-06-26,AVOID,AVOID,,CAUTION,NEUTRAL,9.8,TARGET_HIT,14,8.010386485333767,7.710386485333767,1.203185779401959,1,True,,18.8,2.6858,7.0,11.32,26.0,9e-05,0.825,0.87,4.64,2.283,4.64,,False,,0.052364,False,49.0,
SANSERA.NS,2024-06-05,2024-06-11,AVOID,AVOID,,CAUTION,NEUTRAL,18.2,TARGET_HIT,4,10.762974249592801,10.4629742495928,1.215158329723386,1,True,,14.52,1.8154,8.0,14.26,14.0,0.00059,1.745,2.255,9.24,1.011,9.24,,False,,0.044692,False,16.0,
SIEMENS.NS,2024-06-05,2024-06-13,AVOID,AVOID,,CAUTION,NEUTRAL,26.0,TARGET_HIT,6,11.635791272049385,11.335791272049384,1.217771852276106,1,True,,36.41,1.4566,25.0,21.23,10.0,0.001768,0.641,1.108,11.63,1.048,11.63,,False,,0.164701,False,80.0,
BANKBARODA.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,-6.2692307692307745,-6.569230769230774,-0.6540789325031309,1,True,,13.42,1.9173,7.0,19.02,26.0,0.000282,1.776,1.161,10.96,3.298,10.96,,True,,0.011494,False,57.0,
SARDAEN.NS,2024-06-05,2024-07-09,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,23,16.251024096591703,15.951024096591702,1.2269245311697845,1,True,,54.67,1.2715,43.0,27.91,12.0,0.002071,0.789,1.122,18.99,0.734,20.46,,False,,0.009984,False,32.0,
BANDHANBNK.NS,2024-06-05,2024-06-20,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,10,9.843479352251817,9.543479352251817,1.211903714471224,1,True,,6.93,1.3855,5.0,13.7,16.0,0.000333,1.313,1.364,2.73,1.621,29.91,,False,,0.008428,False,12.0,
SBFC.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,0.6703229737964621,0.3703229737964621,0.05557870855928169,1,True,,5.18,0.3985,13.0,11.79,9.0,0.000407,0.956,1.262,6.07,0.992,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
SBICARD.NS,2024-06-05,2024-06-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,15,5.55343960338015,5.2534396033801505,1.182474281385585,1,True,,7.37,1.0526,7.0,15.3,28.0,-0.000266,0.723,1.188,8.54,1.08,25.01,,False,,0.03093,False,16.0,
BALRAMCHIN.NS,2024-06-05,2024-06-13,AVOID,AVOID,,CAUTION,NEUTRAL,39.8,TARGET_HIT,6,8.2972010191691,7.9972010191691,1.2048040358268248,1,True,,12.81,2.135,6.0,14.04,27.0,-0.000101,0.79,0.645,4.55,2.389,19.56,,False,,0.017279,False,24.0,
SHYAMMETL.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,12.874655205436051,12.57465520543605,1.220873006382208,1,True,,19.04,2.1157,9.0,21.56,10.0,0.001161,0.817,2.026,15.09,0.612,23.09,,False,,0.025086,False,33.0,
SBILIFE.NS,2024-06-05,2024-06-28,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,16,7.009114235124525,6.709114235124525,1.1964982325269011,1,True,,2.96,0.2275,13.0,10.12,7.0,0.001339,1.625,1.455,4.46,0.924,11.42,,False,,0.061454,False,27.0,
BALKRISIND.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,NEUTRAL,24.6,TIME_EXIT,40,5.422670509125838,5.122670509125838,0.7071321610983727,1,True,,40.13,1.9108,21.0,12.42,12.0,0.000366,2.26,0.456,1.62,0.684,1.62,,True,,0.138062,False,48.0,
SBIN.NS,2024-06-05,2024-07-15,AVOID,AVOID,,CAUTION,NEUTRAL,12.6,TARGET_HIT,27,10.734862205353718,10.434862205353717,1.2150670876974108,1,True,,5.51,0.9176,6.0,19.74,9.0,0.002643,2.929,1.375,13.4,2.981,13.4,,True,,0.034913,False,63.0,
SCHAEFFLER.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,NEUTRAL,11.8,TARGET_HIT,7,15.27956771354019,14.97956771354019,1.2254574208491722,1,True,,49.45,2.4724,20.0,20.21,8.0,0.003271,0.702,1.094,12.66,1.647,12.66,,False,,0.183218,False,59.0,
BAJFINANCE.NS,2024-06-05,2024-06-13,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,6,6.9905457528948585,6.690545752894859,1.196356119642773,1,True,,10.59,2.647,4.0,13.84,24.0,-0.000327,0.881,1.583,7.61,1.244,16.54,,False,,0.030097,False,26.0,
SCHNEIDER.NS,2024-06-05,2024-06-11,MONITOR,MONITOR,,CAUTION,NEUTRAL,43.4,TARGET_HIT,4,16.1207072631102,15.8207072631102,1.2267379933225302,1,True,,27.17,3.3963,8.0,31.98,10.0,0.001924,2.745,7.012,27.13,2.222,27.13,,False,,0.030764,False,92.0,
BAJAJ-AUTO.NS,2024-06-05,2024-07-23,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,32,-5.286770591090019,-5.586770591090019,-1.0567454166643055,1,True,,6.19,1.2387,5.0,10.01,16.0,-0.00016,0.929,0.612,0.79,1.142,0.79,,True,,0.424496,False,78.0,
SHREECEM.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,6.71895605156679,6.4189560515667905,1.194187758169285,1,True,,12.8,0.9849,13.0,11.65,16.0,-8.8e-05,1.008,2.118,5.01,0.459,17.1,,False,,1.126466,False,10.0,
SCI.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,18.640494713037477,18.340494713037476,1.2298825081751867,1,True,,38.53,4.2808,9.0,25.96,9.0,0.003196,0.734,0.927,18.17,0.795,22.68,,False,,0.009938,False,74.0,
BBTC.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,9.925651549421225,9.625651549421224,1.2122191048987738,1,True,,8.66,1.444,6.0,17.89,12.0,0.000468,0.852,0.761,8.62,2.187,20.27,,False,,0.064851,False,50.0,
RKFORGE.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,12.287094886606207,11.987094886606206,1.2194801738359842,1,True,,11.53,2.3054,5.0,17.91,13.0,0.000681,1.231,0.896,10.56,1.24,18.21,,False,,0.029458,False,16.0,
BDL.NS,2024-06-05,2024-06-14,MONITOR,MONITOR,,CAUTION,NEUTRAL,43.0,TARGET_HIT,7,19.790582642528943,19.490582642528942,1.2310515937416544,1,True,,69.55,7.7279,9.0,22.23,9.0,0.002245,1.134,0.629,21.51,1.366,21.51,,True,,0.057702,False,90.0,
RITES.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,16.8539680041566,16.553968004156598,1.227750046760056,1,True,,23.7,2.6333,9.0,25.09,10.0,0.0027,1.303,0.675,20.94,1.974,26.45,,False,,0.014664,False,25.0,
BLS.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,11.26806603369322,10.96806603369322,1.2167201098326295,1,True,,6.83,0.7591,9.0,17.03,9.0,0.001016,0.91,1.1,9.66,1.422,29.61,,False,,0.01338,False,20.0,
PPLPHARMA.NS,2024-06-05,2024-06-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,10.079419270818889,9.779419270818888,1.2127954756197439,1,True,,7.18,3.591,2.0,13.15,10.0,-0.000189,0.498,1.099,6.89,0.337,12.48,,False,,0.00645,False,64.0,
BIOCON.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,NEUTRAL,23.8,TARGET_HIT,2,11.275646751494941,10.97564675149494,1.2167424841993841,1,True,,13.28,1.0214,13.0,18.56,9.0,0.001282,1.49,0.703,7.78,0.861,7.78,,False,,0.013494,False,44.0,
SRF.NS,2024-06-05,2024-06-20,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,10,7.571460607664193,7.271460607664193,1.2004719076765162,1,True,,5.41,0.6761,8.0,10.22,9.0,0.000311,1.054,1.427,1.36,0.727,14.81,,False,,0.10146,False,7.0,
PRESTIGE.NS,2024-06-05,2024-06-14,MONITOR,MONITOR,,CAUTION,STRONG,44.0,TARGET_HIT,7,18.653118680246635,18.353118680246634,1.2298961231937515,1,True,,44.48,1.7106,26.0,22.35,10.0,0.002647,1.3,0.751,7.95,1.832,7.95,,True,,0.072638,False,95.0,
ATGL.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,-2.921228304405877,-3.221228304405877,-0.24151456579270056,1,True,,8.0,1.0001,8.0,30.74,25.0,0.000827,1.945,0.83,21.32,2.294,25.66,,False,,0.04139,False,38.0,
PTCIL.NS,2024-06-05,2024-06-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,16.636003479538367,16.336003479538366,1.2274585283982875,1,True,,7.98,3.9896,2.0,29.73,27.0,0.000432,3.726,0.533,2.98,6.033,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
BIKAJI.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,10.350788331459853,10.050788331459852,1.2137708754162955,1,True,,9.84,2.4604,4.0,18.6,15.0,0.000777,4.536,0.257,0.0,3.06,0.0,,True,,0.028134,False,69.0,
PVRINOX.NS,2024-06-05,2024-06-21,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,7.201497395568983,6.901497395568983,1.197927496268937,1,True,,7.06,1.1768,6.0,11.32,12.0,0.00031,0.677,0.982,2.73,0.644,29.57,,False,,0.05839,False,23.0,
RADICO.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,-0.23682825565756122,-0.5368282556575612,-0.06722183953021595,1,True,,10.32,3.4409,3.0,18.65,14.0,-5.2e-05,0.615,0.381,2.7,4.097,9.28,,False,,0.0756,False,58.0,
ATUL.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,7.73983293653586,7.43983293653586,1.2015493418172085,1,True,,3.69,0.6154,6.0,14.17,14.0,0.000319,0.283,1.009,3.5,1.154,23.35,,False,,0.257193,False,4.0,
BHEL.NS,2024-06-05,2024-06-13,AVOID,AVOID,,CAUTION,NEUTRAL,28.0,TARGET_HIT,6,18.068936018315878,17.768936018315877,1.2292461493239075,1,True,,20.76,2.9663,7.0,30.53,12.0,0.002191,1.139,1.512,20.82,1.908,20.82,,False,,0.011289,False,90.0,
SONATSOFTW.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,11.691245218918795,11.391245218918794,1.2179247169161083,1,True,,11.75,0.9794,12.0,15.36,7.0,0.000974,1.051,0.9,7.48,0.568,40.99,,False,,0.022694,False,9.0,
POWERGRID.NS,2024-06-05,2024-06-28,AVOID,AVOID,,CAUTION,WEAK,32.8,TARGET_HIT,16,12.452956703561375,12.152956703561374,1.2198866695736008,1,True,,12.24,1.2243,10.0,19.93,11.0,0.001957,2.376,0.761,14.31,2.173,14.31,,True,,0.013209,False,39.0,
RAILTEL.NS,2024-06-05,2024-06-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,17.649243078343186,17.349243078343186,1.2287526298813267,1,True,,29.02,3.6271,8.0,25.44,11.0,0.002088,1.175,1.023,20.82,1.488,27.61,,False,,0.015727,False,90.0,
AUBANK.NS,2024-06-05,2024-07-26,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,35,-6.907425997593784,-7.207425997593784,-1.0434315184997285,1,True,,8.48,0.707,12.0,12.82,16.0,7.6e-05,1.335,0.422,2.81,2.102,17.69,,False,,0.029599,False,28.0,
BHARTIARTL.NS,2024-06-05,2024-06-13,MONITOR,MONITOR,,CAUTION,WEAK,56.4,TARGET_HIT,6,7.928508126557636,7.628508126557636,1.2027023250762814,1,True,,14.45,1.4445,10.0,14.18,30.0,7.4e-05,0.774,1.15,5.36,1.768,5.36,,True,,0.059431,False,82.0,
SONACOMS.NS,2024-06-05,2024-07-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,25,10.054843510016589,9.754843510016588,1.2127045413858066,1,True,,14.67,2.0961,7.0,10.5,11.0,0.000634,0.986,0.611,2.16,0.822,7.99,,False,,0.029239,False,17.0,
RBLBANK.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,-7.084357084357078,-7.384357084357077,-0.832740861077109,1,True,,7.91,0.8786,9.0,16.74,9.0,0.002173,2.197,0.621,8.45,2.071,18.79,,False,,0.010796,False,39.0,
BHARATFORG.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,NEUTRAL,27.4,TARGET_HIT,7,10.556193268790489,10.256193268790488,1.2144758304010308,1,True,,35.51,1.1838,30.0,26.72,21.0,-4.6e-05,1.758,0.613,9.0,1.175,9.0,,True,,0.066374,False,62.0,
BERGEPAINT.NS,2024-06-05,2024-06-20,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,10,7.925078171078343,7.625078171078343,1.2026818547521059,1,True,,4.9,0.3766,13.0,12.45,6.0,0.002113,6.576,3.27,5.26,1.535,37.41,,False,,0.021001,False,3.0,
AUROPHARMA.NS,2024-06-05,2024-07-15,AVOID,AVOID,,CAUTION,NEUTRAL,24.4,TARGET_HIT,27,8.652023449199179,8.352023449199178,1.206657537719145,1,True,,13.54,1.0419,13.0,12.95,9.0,0.000861,1.269,1.282,0.64,0.946,0.64,,True,,0.055985,False,72.0,
BEML.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,20.57056801135474,20.27056801135474,1.2317700707246881,1,True,,52.48,5.2484,10.0,29.16,10.0,0.003395,0.666,1.043,23.22,1.073,23.22,,False,,0.080985,False,78.0,
SOLARINDS.NS,2024-06-05,2024-07-02,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,18,15.17836562134657,14.87836562134657,1.2252937826538703,1,True,,27.36,4.5602,6.0,24.51,9.0,0.003104,2.686,2.796,14.23,0.535,14.23,,False,,0.396227,False,83.0,
RELIANCE.NS,2024-06-05,2024-06-26,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,14,6.590586142330033,6.290586142330033,1.1931006602597227,1,True,,7.82,0.9775,8.0,10.25,10.0,0.000971,1.823,0.881,6.19,1.425,6.19,,False,,0.063116,False,22.0,
BEL.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,17.425708061511493,17.125708061511492,1.228480071014833,1,True,,7.07,1.4134,5.0,31.58,28.0,0.00083,1.598,1.463,19.4,3.185,19.4,,True,,0.01151,False,87.0,
RHIM.NS,2024-06-05,2024-07-11,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,25,-8.835363332677693,-9.135363332677693,-1.033954461033928,1,True,,16.61,1.661,10.0,21.88,26.0,-3e-06,1.334,0.381,13.27,0.507,20.47,,False,,0.028969,False,12.0,
SOBHA.NS,2024-06-05,2024-06-07,MONITOR,MONITOR,,CAUTION,STRONG,59.0,TARGET_HIT,2,16.272817331020477,15.972817331020476,1.2269554347983038,1,True,,29.16,2.9161,10.0,25.99,8.0,0.001548,0.81,0.988,12.96,0.716,12.96,,False,,0.080565,False,95.0,
RAMCOCEM.NS,2024-06-05,2024-06-07,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,2,7.940615930308684,7.640615930308684,1.2027744442885533,1,True,,7.67,0.8519,9.0,12.47,10.0,0.000893,2.698,2.13,4.77,0.716,28.03,,False,,0.033667,False,4.0,
KALYANKJIL.NS,2024-06-05,2024-06-21,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,12.22126732531483,11.92126732531483,1.219315784523981,1,True,,10.85,3.6157,3.0,19.99,19.0,-3.9e-05,0.826,0.556,4.15,3.224,10.48,,False,,0.017796,False,87.0,
CHAMBLFERT.NS,2024-06-05,2024-06-19,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,9,12.754270499010815,12.454270499010814,1.2205980832044383,1,True,,8.95,0.8946,10.0,19.95,8.0,0.002699,1.598,1.084,6.22,1.746,11.03,,False,,0.017268,False,38.0,
NETWEB.NS,2024-06-05,2024-06-07,MONITOR,MONITOR,,CAUTION,WEAK,100.0,TARGET_HIT,2,13.05172997070034,12.751729970700339,1.2212681766446414,1,True,,25.68,8.5593,3.0,16.46,15.0,0.000309,0.664,0.989,11.77,0.836,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
TORNTPOWER.NS,2024-06-05,2024-07-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,29,14.31637673067513,14.016376730675129,1.2238062215702596,1,True,,18.21,1.8212,10.0,17.77,26.0,1e-05,1.007,0.216,8.61,0.274,11.86,,False,,0.063633,False,91.0,
LICI.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,12.171753971870688,11.871753971870687,1.219190964517798,1,True,,20.05,2.8641,7.0,18.42,11.0,0.001439,1.86,0.812,12.74,0.966,19.88,,False,,0.020626,False,64.0,
DLF.NS,2024-06-05,2024-07-31,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,38,11.897914819446289,11.597914819446288,1.2184818721859498,1,True,,6.16,0.8803,7.0,21.93,11.0,0.001597,1.47,0.608,9.54,1.44,17.73,,False,,0.035192,False,28.0,
DIXON.NS,2024-06-05,2024-06-13,AVOID,AVOID,,CAUTION,WEAK,33.8,TARGET_HIT,6,10.281420470693964,9.981420470693964,1.2135264406247277,1,True,,19.61,3.9222,5.0,15.04,11.0,0.000784,0.72,0.87,4.82,1.088,4.82,,True,,0.418663,False,94.0,
TORNTPHARM.NS,2024-06-05,2024-06-19,AVOID,AVOID,,CAUTION,NEUTRAL,36.0,TARGET_HIT,9,7.099791138905237,6.7997911389052375,1.1971815448281182,1,True,,7.5,7.5,1.0,8.22,8.0,0.000317,4.287,1.161,0.72,1.178,0.72,,True,,0.122916,False,55.0,
LLOYDSME.NS,2024-06-05,2024-06-10,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,11.687804449847496,11.387804449847495,1.2179152742836235,1,True,,11.31,1.6164,7.0,18.79,12.0,0.000366,0.871,0.621,10.99,0.845,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
DIVISLAB.NS,2024-06-05,2024-07-29,AVOID,AVOID,,CAUTION,NEUTRAL,26.2,TARGET_HIT,36,7.337284404030989,7.037284404030989,1.1988911728985199,1,True,,12.61,2.1011,6.0,17.7,27.0,0.000211,1.219,0.926,0.49,1.526,0.49,,False,,0.199055,False,56.0,
TMPV.NS,2024-06-05,2024-06-12,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,7.902943168731009,7.602943168731009,1.202549323461702,1,True,,5.65,0.9421,6.0,11.9,9.0,0.000889,0.63,0.86,4.22,0.896,12.73,,False,,0.024605,False,44.0,
ALKEM.NS,2024-06-05,2024-07-09,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,23,9.714702733444067,9.414702733444066,1.2113987159165438,1,True,,22.15,1.0549,21.0,21.0,12.0,0.001024,2.218,1.289,13.51,0.616,13.51,,False,,0.21331,False,36.0,
LT.NS,2024-06-05,2024-07-29,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,36,9.794733171089858,9.494733171089857,1.2117141178376498,1,True,,5.58,1.3938,4.0,19.0,29.0,0.000206,1.587,1.682,13.03,2.699,13.03,,False,,0.150705,False,28.0,
DELHIVERY.NS,2024-06-05,2024-08-02,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,9.963002114164917,9.663002114164916,1.0290026565498214,1,True,,5.71,0.7138,8.0,22.94,14.0,0.000739,3.27,1.285,17.91,0.88,22.46,,False,,0.016728,False,6.0,
TITAN.NS,2024-06-05,2024-06-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,8,6.626745454401736,6.3267454544017365,1.1934111355898076,1,True,,7.23,0.6027,12.0,11.7,10.0,0.000722,1.455,1.672,4.13,1.124,14.65,,False,,0.146667,False,7.0,
LTFOODS.NS,2024-06-05,2024-06-07,MONITOR,MONITOR,,CAUTION,NEUTRAL,41.8,TARGET_HIT,2,11.565901863809156,11.265901863809155,1.2175771068771208,1,True,,12.83,3.2079,4.0,20.35,14.0,0.00031,1.226,0.925,9.0,1.566,9.27,,False,,0.00941,False,69.0,
DEEPAKNTR.NS,2024-06-05,2024-06-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,9.42514008764002,9.12514008764002,1.210212792965084,1,True,,6.51,0.9304,7.0,21.29,12.0,0.000666,1.413,1.788,13.22,0.507,14.95,,False,,0.098502,False,11.0,
